date,epoch_time,blink_speed,blink_strength,eye_move_up,eye_move_down,eye_move_left,eye_move_right,acc_x,acc_y,acc_z,roll,pitch,yaw,is_walking,fit_error,power_left,event,segment,app_state
2016-06-14_13-29-32,1465903772.29936,0,0,0,0,0,0,6,4,-32,6.450000,1.140000,12.040000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.37364,0,0,0,0,0,0,5,1,-30,6.120000,-0.100000,9.850000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.37567,0,0,0,0,0,0,4,-1,-24,6.350000,-1.960000,8.430000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.48663,0,0,0,0,0,0,3,0,-14,6.930000,-3.810000,6.770000,1,0,5,0,2,0
2016-06-14_13-29-32,1465903772.48867,0,0,0,0,0,0,1,0,-8,6.580000,-4.250000,5.110000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.52436,0,0,0,0,0,0,0,1,-4,6.500000,-0.570000,3.380000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.59932,0,0,0,0,0,0,0,1,1,6.780000,7.110000,1.620000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.63696,0,0,0,0,0,0,-4,1,-2,6.370000,12.080000,1.150000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.67428,0,0,0,0,0,0,-4,0,-3,7.720000,10.900000,0.320000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.74934,0,0,0,0,0,0,-4,3,-29,8.100000,7.990000,0.080000,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.78689,0,0,0,0,0,0,-3,-2,-30,8.460000,6.300000,359.839996,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.82434,0,0,0,0,0,0,-2,0,-23,9.240000,4.160000,358.559998,0,0,5,0,2,0
2016-06-14_13-29-32,1465903772.89935,0,0,0,0,0,0,-1,-2,-15,9.700000,3.920000,356.649994,1,0,5,0,2,0
2016-06-14_13-29-32,1465903772.93684,0,0,0,0,0,0,0,0,-8,9.780000,5.200000,352.369995,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.04866,0,0,0,0,0,0,0,2,-2,9.860000,8.290000,344.829987,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.05073,0,0,0,0,0,0,1,4,0,9.310000,11.170000,336.529999,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.16117,0,0,0,0,0,0,0,-3,-31,8.360000,11.840000,329.649994,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.16329,0,0,0,0,0,0,1,4,-25,8.880000,11.240000,323.989990,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.19932,0,0,0,0,0,0,0,0,-33,8.210000,10.000000,321.350006,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.23684,0,0,0,0,0,0,0,0,-27,7.710000,9.420000,318.700012,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.27437,0,0,0,0,0,0,0,1,-19,4.970000,10.450000,317.299988,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.42370,0,0,0,0,0,0,0,2,-7,2.350000,13.400000,316.579987,1,0,5,0,2,0
2016-06-14_13-29-33,1465903773.42567,0,0,0,0,0,0,0,2,0,0.300000,16.950001,316.940002,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.53642,0,0,0,0,0,0,-1,1,0,-1.160000,19.340000,318.019989,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.53848,0,0,0,0,0,0,-4,1,-15,-1.710000,20.010000,319.010010,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.53892,0,0,0,0,0,0,-4,9,-15,-1.190000,18.940001,319.459991,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.57439,0,0,0,0,0,0,-5,7,-28,-1.580000,16.549999,320.100006,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.64937,0,0,0,0,0,0,-4,3,-32,-2.120000,14.130000,318.420013,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.72367,0,0,0,0,0,0,-2,5,-21,-2.150000,12.350000,314.480011,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.72574,0,0,0,0,0,0,0,4,-11,-2.240000,11.230000,311.029999,1,0,5,0,2,0
2016-06-14_13-29-33,1465903773.87434,0,0,0,0,0,0,1,2,-2,-2.320000,10.010000,308.529999,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.87637,0,0,0,0,0,0,1,0,0,-1.800000,8.160000,305.540009,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.87680,0,0,0,0,0,0,3,0,-1,-0.700000,5.350000,301.660004,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.94942,0,0,0,0,0,0,3,0,-11,0.900000,2.340000,296.480011,0,0,5,0,2,0
2016-06-14_13-29-33,1465903773.98687,0,0,0,0,0,0,4,0,-31,2.790000,0.050000,290.010010,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.06187,0,0,0,0,0,0,3,-1,-33,1.710000,-0.700000,285.200012,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.09931,0,0,0,0,0,0,3,-1,-27,0.640000,-0.850000,280.869995,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.13683,0,0,0,0,0,0,1,0,-17,-0.350000,-0.140000,276.600006,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.17433,0,0,0,0,0,0,1,4,0,-0.980000,1.150000,272.429993,1,0,5,0,2,0
2016-06-14_13-29-34,1465903774.28619,0,0,0,0,0,0,-1,0,-2,-2.180000,1.520000,269.980011,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.28825,0,0,0,0,0,0,0,2,0,-1.870000,0.950000,267.869995,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.54901,0,0,0,0,0,0,-3,-3,-17,-1.860000,-0.060000,266.459991,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.55120,0,0,0,0,0,0,2,7,-19,0.450000,-1.250000,263.880005,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.55177,0,0,0,0,0,0,1,0,-34,-0.700000,-1.600000,262.510010,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.62371,0,0,0,0,0,0,0,1,-29,-0.130000,-0.650000,260.670013,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.66123,0,0,0,0,0,0,0,2,-18,0.170000,0.400000,259.000000,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.66338,0,0,0,0,0,0,1,2,-9,-0.630000,1.130000,257.369995,1,0,5,0,2,0
2016-06-14_13-29-34,1465903774.66407,0,0,0,0,0,0,1,2,-2,-1.500000,1.320000,256.250000,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.69936,0,0,0,0,0,0,1,2,-1,-1.440000,1.870000,256.299988,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.77371,0,0,0,0,0,0,4,2,-4,-0.360000,2.520000,258.429993,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.77591,0,0,0,0,0,0,6,1,-2,2.580000,3.530000,262.230011,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.84939,0,0,0,0,0,0,4,-1,-34,2.830000,3.000000,268.000000,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.88723,0,0,0,0,0,0,4,0,-33,3.040000,3.110000,272.549988,0,0,5,0,2,0
2016-06-14_13-29-34,1465903774.92445,0,0,0,0,0,0,2,0,-26,2.370000,4.600000,275.670013,0,0,5,0,2,0
2016-06-14_13-29-35,1465903774.99950,0,0,0,0,0,0,1,0,-15,1.250000,6.950000,278.200012,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.03693,0,0,0,0,0,0,1,1,-2,0.660000,9.160000,280.019989,1,0,5,0,2,0
2016-06-14_13-29-35,1465903775.07495,0,0,0,0,0,0,0,0,-1,0.220000,10.500000,281.630005,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.18631,0,0,0,0,0,0,0,0,0,0.460000,10.550000,283.149994,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.18842,0,0,0,0,0,0,-3,0,-18,1.150000,10.000000,284.640015,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.29878,0,0,0,0,0,0,-3,4,-14,2.040000,9.660000,285.859985,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.37390,0,0,0,0,0,0,-3,4,-33,1.540000,9.120000,287.510010,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.37602,0,0,0,0,0,0,-4,0,-31,1.260000,9.990000,288.529999,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.37761,0,0,0,0,0,0,-2,3,-19,1.850000,10.130000,287.910004,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.44962,0,0,0,0,0,0,0,3,-11,1.740000,10.760000,287.440002,1,0,5,0,2,0
2016-06-14_13-29-35,1465903775.56126,0,0,0,0,0,0,0,2,-2,1.200000,11.840000,287.339996,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.56332,0,0,0,0,0,0,0,2,0,1.410000,12.160000,286.809998,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.59947,0,0,0,0,0,0,1,3,0,2.050000,11.090000,285.970001,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.67382,0,0,0,0,0,0,0,11,-15,2.880000,8.840000,285.140015,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.67604,0,0,0,0,0,0,0,7,-34,4.230000,6.820000,284.230011,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.82384,0,0,0,0,0,0,0,5,-33,3.360000,6.640000,285.410004,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.82610,0,0,0,0,0,0,0,5,-25,2.440000,7.210000,287.170013,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.82663,0,0,0,0,0,0,0,1,-16,1.390000,7.710000,289.209991,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.93634,0,0,0,0,0,0,-1,0,-2,1.380000,7.680000,289.559998,1,0,5,0,2,0
2016-06-14_13-29-35,1465903775.93849,0,0,0,0,0,0,0,-1,1,1.570000,6.410000,287.390015,0,0,5,0,2,0
2016-06-14_13-29-35,1465903775.97433,0,0,0,0,0,0,-1,-2,0,1.750000,3.300000,282.970001,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.08625,0,0,0,0,0,0,-1,-2,-24,2.440000,-0.570000,276.809998,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.08829,0,0,0,0,0,0,-1,-1,-25,3.840000,-3.140000,269.880005,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.12443,0,0,0,0,0,0,0,1,-32,3.600000,-3.900000,264.779999,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.19937,0,0,0,0,0,0,-1,-1,-29,2.160000,-2.810000,261.750000,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.23695,0,0,0,0,0,0,0,0,-16,2.200000,-2.270000,259.500000,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.31200,0,0,0,0,0,0,1,1,-3,2.170000,-1.520000,258.179993,1,0,5,0,2,0
2016-06-14_13-29-36,1465903776.34941,0,0,0,0,0,0,1,0,-1,1.640000,-0.580000,257.010010,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.42374,0,0,0,0,0,0,2,1,1,2.360000,-0.420000,255.160004,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.42593,0,0,0,0,0,0,1,-1,-10,4.530000,-0.380000,252.960007,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.49954,0,0,0,0,0,0,5,3,-8,9.480000,1.220000,249.100006,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.53708,0,0,0,0,0,0,0,0,-37,8.790000,3.090000,247.070007,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.61184,0,0,0,0,0,0,2,2,-34,7.770000,4.940000,246.410004,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.64962,0,0,0,0,0,0,1,1,-24,6.120000,6.100000,247.000000,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.72379,0,0,0,0,0,0,0,0,-10,4.860000,7.740000,246.610001,1,0,5,0,2,0
2016-06-14_13-29-36,1465903776.72610,0,0,0,0,0,0,0,2,3,3.710000,7.850000,244.589996,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.79942,0,0,0,0,0,0,-1,1,-2,1.850000,4.910000,242.100006,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.83711,0,0,0,0,0,0,0,3,-3,0.680000,1.950000,239.520004,0,0,5,0,2,0
2016-06-14_13-29-36,1465903776.91194,0,0,0,0,0,0,0,6,-9,0.870000,-0.090000,237.520004,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.02398,0,0,0,0,0,0,0,1,-34,1.290000,-1.560000,236.500000,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.02595,0,0,0,0,0,0,-1,-2,-33,1.380000,-1.490000,236.039993,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.06197,0,0,0,0,0,0,0,0,-24,1.300000,-1.580000,235.419998,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.13631,0,0,0,0,0,0,1,0,-13,0.770000,-1.310000,234.779999,1,0,5,0,2,0
2016-06-14_13-29-37,1465903777.13851,0,0,0,0,0,0,2,2,-1,0.580000,-1.030000,234.029999,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.17437,0,0,0,0,0,0,2,0,-2,0.590000,-0.760000,233.199997,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.32379,0,0,0,0,0,0,3,1,0,1.700000,-0.690000,231.809998,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.32591,0,0,0,0,0,0,1,-8,-31,2.580000,-0.670000,230.149994,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.32642,0,0,0,0,0,0,8,3,-28,4.240000,-1.150000,227.320007,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.43640,0,0,0,0,0,0,7,-1,-36,3.210000,-0.490000,224.600006,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.43858,0,0,0,0,0,0,3,-1,-30,3.530000,0.150000,220.559998,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.47438,0,0,0,0,0,0,0,0,-17,3.750000,1.090000,216.259995,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.54953,0,0,0,0,0,0,0,2,-4,3.290000,2.510000,212.529999,1,0,5,0,2,0
2016-06-14_13-29-37,1465903777.58695,0,0,0,0,0,0,0,1,2,2.140000,3.300000,209.679993,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.62449,0,0,0,0,0,0,-1,1,-1,1.510000,1.850000,206.919998,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.73633,0,0,0,0,0,0,-2,0,-7,2.370000,0.250000,204.210007,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.73839,0,0,0,0,0,0,-1,1,-14,3.890000,-1.050000,201.759995,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.77439,0,0,0,0,0,0,-1,0,-32,2.940000,-1.480000,200.779999,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.84952,0,0,0,0,0,0,-1,-1,-34,2.390000,-1.680000,200.070007,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.88697,0,0,0,0,0,0,0,0,-21,2.820000,-1.490000,199.350006,0,0,5,0,2,0
2016-06-14_13-29-37,1465903777.92450,0,0,0,0,0,0,1,-1,-10,2.720000,-0.690000,198.669998,1,0,5,0,2,0
2016-06-14_13-29-38,1465903778.03634,0,0,0,0,0,0,1,0,-1,2.480000,-0.290000,197.539993,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.03840,0,0,0,0,0,0,2,0,-2,1.930000,-0.140000,196.479996,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.07439,0,0,0,0,0,0,3,1,1,2.550000,-0.620000,195.690002,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.14951,0,0,0,0,0,0,2,-13,-37,2.800000,-1.730000,195.169998,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.18705,0,0,0,0,0,0,6,0,-25,4.570000,-1.880000,192.630005,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.22455,0,0,0,0,0,0,5,-2,-32,3.600000,-1.020000,191.039993,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.37396,0,0,0,0,0,0,3,-3,-30,4.680000,-1.160000,189.820007,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.37602,0,0,0,0,0,0,1,0,-19,4.960000,-0.830000,188.699997,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.37647,0,0,0,0,0,0,1,1,-5,2.550000,2.150000,188.429993,1,0,5,0,2,0
2016-06-14_13-29-38,1465903778.44958,0,0,0,0,0,0,0,1,1,0.270000,5.090000,189.250000,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.48706,0,0,0,0,0,0,0,0,-2,0.250000,6.450000,190.809998,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.59880,0,0,0,0,0,0,0,1,0,1.850000,7.600000,192.830002,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.60090,0,0,0,0,0,0,-4,6,-11,3.610000,8.640000,194.330002,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.63717,0,0,0,0,0,0,-6,2,-31,4.100000,9.980000,195.089996,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.74880,0,0,0,0,0,0,-5,2,-36,3.510000,11.150000,196.509995,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.75087,0,0,0,0,0,0,-3,3,-27,2.640000,13.510000,197.009995,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.86132,0,0,0,0,0,0,-1,4,-14,1.570000,16.150000,196.860001,1,0,5,0,2,0
2016-06-14_13-29-38,1465903778.86338,0,0,0,0,0,0,0,3,-3,0.080000,18.469999,197.350006,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.97391,0,0,0,0,0,0,1,1,-1,-0.930000,19.750000,197.889999,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.97596,0,0,0,0,0,0,2,2,0,0.180000,19.510000,197.029999,0,0,5,0,2,0
2016-06-14_13-29-38,1465903778.97640,0,0,0,0,0,0,0,0,-26,1.860000,18.700001,195.660004,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.04956,0,0,0,0,0,0,3,10,-22,4.790000,17.650000,191.080002,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.08706,0,0,0,0,0,0,2,9,-35,4.970000,17.330000,186.889999,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.16210,0,0,0,0,0,0,2,7,-30,4.340000,18.540001,183.600006,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.19963,0,0,0,0,0,0,0,5,-19,3.920000,19.410000,182.020004,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.31134,0,0,0,0,0,0,-1,3,-3,4.180000,21.040001,181.160004,1,0,5,0,2,0
2016-06-14_13-29-39,1465903779.31342,0,0,0,0,0,0,-2,1,2,4.420000,22.420000,180.289993,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.34963,0,0,0,0,0,0,-3,1,0,5.050000,22.660000,178.919998,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.42382,0,0,0,0,0,0,-4,4,-4,5.870000,22.709999,177.210007,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.42600,0,0,0,0,0,0,-7,8,-6,6.760000,22.760000,175.449997,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.49963,0,0,0,0,0,0,-6,11,-31,5.600000,22.700001,175.649994,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.53710,0,0,0,0,0,0,-7,8,-29,4.460000,23.219999,175.199997,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.57442,0,0,0,0,0,0,-4,6,-21,4.050000,22.860001,173.309998,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.64959,0,0,0,0,0,0,0,5,-9,3.180000,22.320000,171.779999,1,0,5,0,2,0
2016-06-14_13-29-39,1465903779.68702,0,0,0,0,0,0,0,4,-2,2.460000,21.160000,170.789993,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.72452,0,0,0,0,0,0,0,2,-1,2.910000,19.000000,169.289993,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.79961,0,0,0,0,0,0,1,2,0,3.800000,15.560000,167.399994,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.83726,0,0,0,0,0,0,1,0,-21,4.820000,12.000000,165.020004,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.87444,0,0,0,0,0,0,1,2,-33,5.300000,9.440000,163.300003,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.94971,0,0,0,0,0,0,2,1,-33,5.690000,6.960000,162.360001,0,0,5,0,2,0
2016-06-14_13-29-39,1465903779.98703,0,0,0,0,0,0,1,0,-27,6.090000,5.940000,161.179993,0,0,5,0,2,0
2016-06-14_13-29-40,1465903780.06201,0,0,0,0,0,0,0,0,-16,5.080000,7.100000,159.789993,0,0,5,0,2,0
2016-06-14_13-29-40,1465903780.13640,0,0,0,0,0,0,0,2,-2,3.400000,8.870000,157.910004,1,0,5,0,2,0
2016-06-14_13-29-40,1465903780.13885,0,0,0,0,0,0,-1,1,0,1.980000,9.590000,156.479996,0,0,5,0,2,0
2016-06-14_13-29-40,1465903780.17438,0,0,0,0,0,0,-1,0,0,1.830000,9.090000,154.800003,0,0,5,0,2,0
2016-06-14_13-29-40,1465903780.24962,0,0,0,0,0,0,-2,1,-4,2.010000,7.630000,153.339996,0,0,5,0,2,0
2016-06-14_13-29-40,1465903780.28703,0,0,0,0,0,0,-3,0,-11,2.390000,5.820000,152.699997,0,0,5,0,2,0
