1465547537.04743,0,0,0,0,0,0,1,0,1,-15,-1.16,5.85,209.220001,0,0,3,0,0,0
1465547537.08484,0.0374100208,0,0,0,0,0,0,0,1,-15,-1.28,5.79,209.070007,0,0,3,0,0,0
1465547537.12262,0.0751900673,0,0,0,0,0,0,0,0,-15,-1.29,5.73,209.110001,0,0,3,0,0,0
1465547537.1973,0.1498699188,0,0,0,0,0,0,0,0,-15,-1.19,5.71,209.119995,0,0,3,0,0,0
1465547537.23498,0.1875500679,0,0,0,0,0,0,0,0,-16,-1.06,5.72,209,0,0,3,0,0,0
1465547537.27237,0.2249400616,0,0,0,0,0,0,0,1,-15,-1.03,5.8,208.960007,0,0,3,0,0,0
1465547537.34752,0.3000900745,0,0,0,0,0,0,0,1,-15,-1.06,5.87,209.059998,0,0,3,0,0,0
1465547537.3848,0.3373699188,0,0,0,0,0,0,0,0,-15,-1.08,5.84,209.100006,0,0,3,0,0,0
1465547537.42255,0.3751199245,0,0,0,0,0,0,0,0,-16,-1.08,5.7,209,0,0,3,0,0,0
1465547537.49747,0.4500398636,0,0,0,0,0,0,0,1,-15,-1.08,5.65,208.839996,0,0,3,0,0,0
1465547537.53518,0.4877500534,0,0,0,0,0,0,0,1,-15,-1.12,5.62,208.75,0,0,3,0,0,0
1465547537.57236,0.5249300003,0,0,0,0,0,0,0,0,-15,-1.2,5.52,208.789993,0,0,3,0,0,0
1465547537.6475,0.6000699997,0,0,0,0,0,0,0,0,-15,-1.27,5.48,208.820007,0,0,3,0,0,0
1465547537.68487,0.6374399662,0,0,0,0,0,0,0,0,-16,-1.33,5.48,208.770004,0,0,3,0,0,0
1465547537.72266,0.6752300262,0,0,0,0,0,0,0,1,-15,-1.36,5.58,208.660004,0,0,3,0,0,0
1465547537.79731,0.7498800755,0,0,0,1,0,1,0,1,-15,-1.37,5.67,208.580002,0,0,3,0,0,0
1465547537.83498,0.7875499725,0,0,0,0,0,0,0,1,-15,-1.4,5.6,208.580002,0,0,3,0,0,0
1465547537.87238,0.8249499798,0,0,0,0,0,0,0,1,-16,-1.41,5.49,208.589996,0,0,3,0,0,0
1465547537.94751,0.9000799656,0,0,0,0,0,0,0,1,-15,-1.38,5.38,208.630005,0,0,3,0,0,0
1465547537.9848,0.9373700619,0,0,0,0,0,0,0,0,-16,-1.34,5.17,208.660004,0,0,3,0,0,0
1465547538.02262,0.9751899242,0,0,0,0,0,1,0,0,-15,-1.34,5.03,208.639999,0,0,3,0,0,0
1465547538.09732,1.0498900414,0,0,0,0,0,0,0,0,-15,-1.37,4.96,208.619995,0,0,3,0,0,0
1465547538.17189,1.1244599819,0,0,0,0,0,0,0,0,-15,-1.39,4.87,208.589996,0,0,3,0,0,0
1465547538.17397,1.1265399456,0,0,0,0,0,0,0,0,-15,-1.37,4.8,208.470001,0,0,3,0,0,0
1465547538.24752,1.2000899315,0,0,0,0,0,0,0,0,-15,-1.4,4.78,208.320007,0,0,3,0,0,0
1465547538.28481,1.2373800278,0,0,0,1,0,0,0,0,-15,-1.48,4.76,208.210007,0,0,3,0,0,0
1465547538.32259,1.2751600742,0,0,0,0,0,0,0,0,-16,-1.59,4.75,208.169998,0,0,3,0,0,0
1465547538.39744,1.3500099182,0,0,0,0,0,0,0,0,-15,-1.67,4.8,208.160004,0,0,3,0,0,0
1465547538.43506,1.3876299858,0,0,0,0,0,0,0,0,-15,-1.67,4.79,208.149994,0,0,3,0,0,0
1465547538.47241,1.4249799252,0,0,0,0,0,0,0,0,-15,-1.64,4.73,208.070007,0,0,3,0,0,0
1465547538.54753,1.5000998974,0,0,0,0,0,0,0,0,-16,-1.64,4.64,208.009995,0,0,3,0,0,0
1465547538.58482,1.5373899937,0,0,0,0,0,0,0,0,-16,-1.69,4.59,207.990005,0,0,3,0,0,0
1465547538.62258,1.575150013,0,0,0,0,0,0,0,0,-15,-1.68,4.57,208.009995,0,0,3,0,0,0
1465547538.69733,1.6498999596,0,0,0,0,0,0,0,0,-15,-1.69,4.55,208.050003,0,0,3,0,0,0
1465547538.73498,1.6875500679,0,0,0,0,0,0,0,0,-15,-1.72,4.44,208.080002,0,0,3,0,0,0
1465547538.77239,1.7249598503,0,0,0,1,0,1,0,0,-15,-1.74,4.26,208.130005,0,0,3,0,0,0
1465547538.84753,1.8000998497,0,0,0,0,0,0,0,0,-15,-1.75,4.11,208.160004,0,0,3,0,0,0
1465547538.88481,1.8373799324,0,0,0,0,0,0,0,0,-16,-1.8,4.01,208.130005,0,0,3,0,0,0
1465547538.92259,1.8751599789,0,0,0,0,0,0,0,0,-16,-1.85,3.97,208.050003,0,0,3,0,0,0
1465547538.99732,1.9498898983,0,0,0,0,0,0,0,0,-16,-1.82,3.95,207.899994,0,0,3,0,0,0
1465547539.03531,1.9878799915,0,0,0,0,0,0,0,0,-15,-1.79,3.96,207.779999,0,0,3,0,0,0
1465547539.07237,2.0249400139,0,0,0,0,0,0,0,0,-15,-1.77,3.96,207.720001,0,0,3,0,0,0
1465547539.14755,2.1001200676,0,0,0,0,0,0,0,0,-15,-1.8,3.89,207.669998,0,0,3,0,0,0
1465547539.18482,2.1373898983,0,0,0,0,0,0,0,0,-15,-1.88,3.85,207.580002,0,0,3,0,0,0
1465547539.2225,2.1750700474,0,0,0,0,0,0,0,0,-15,-1.97,3.81,207.490005,0,0,3,0,0,0
1465547539.29733,2.2498998642,0,0,0,0,0,0,0,0,-15,-2.05,3.82,207.429993,0,0,3,0,0,0
1465547539.3719,2.3244700432,0,0,0,0,0,0,0,0,-15,-2.05,3.82,207.369995,0,0,3,0,0,0
1465547539.37394,2.3265099525,0,0,0,0,0,0,0,0,-15,-2.09,3.75,207.300003,0,0,3,0,0,0
1465547539.44754,2.4001100063,0,0,0,0,0,0,0,0,-15,-2.17,3.59,207.229996,0,0,3,0,0,0
1465547539.48483,2.4373998642,0,0,0,0,0,0,0,0,-15,-2.17,3.19,207.119995,0,0,3,0,0,0
1465547539.52241,2.4749798775,0,0,0,1,1,0,0,0,-16,-2.16,2.81,206.970001,0,0,3,0,0,0
1465547539.59735,2.5499198437,0,0,0,0,0,0,0,0,-15,-2.11,2.66,206.830002,0,0,3,0,0,0
1465547539.63506,2.5876300335,0,0,0,0,0,0,0,0,-15,-2.12,2.66,206.729996,0,0,3,0,0,0
1465547539.67239,2.6249599457,0,0,0,0,0,0,0,0,-15,-2.28,2.6,206.580002,0,0,3,0,0,0
1465547539.74758,2.700150013,0,0,0,0,0,0,0,0,-15,-2.79,1.98,206.050003,0,0,3,0,0,0
1465547539.78482,2.7373900414,150,37,0,0,0,0,1,0,-15,-3.35,1.16,204.520004,0,0,3,0,0,0
1465547539.82242,2.7749898434,0,0,0,0,0,0,1,0,-16,-4.03,0.28,202.080002,0,0,3,0,0,0
1465547539.89734,2.8499100208,0,0,0,0,0,0,1,0,-16,-4.59,-0.48,199.240005,0,0,3,0,0,0
1465547539.93504,2.8876099586,0,0,0,0,0,0,1,0,-16,-4.9,-0.91,196.589996,0,0,3,0,0,0
1465547539.97261,2.9251799583,0,0,0,0,0,0,1,0,-16,-4.97,-1.24,194.529999,0,0,3,0,0,0
1465547540.08444,3.0370099545,0,0,0,0,0,0,1,0,-15,-4.85,-1.44,193.020004,0,0,3,0,0,0
1465547540.08668,3.039249897,0,0,0,0,0,0,1,0,-16,-4.88,-1.5,192.149994,0,0,3,0,0,0
1465547540.12249,3.0750598907,0,0,0,0,0,0,1,0,-15,-4.96,-1.47,191.869995,0,0,3,0,0,0
1465547540.19731,3.1498799324,0,0,0,0,0,0,1,0,-15,-4.95,-1.55,191.899994,0,0,3,0,0,0
1465547540.23492,3.1874899864,0,0,0,0,0,0,1,0,-15,-4.83,-1.61,191.919998,0,0,3,0,0,0
1465547540.27262,3.2251899242,0,0,0,1,0,0,1,0,-15,-4.61,-1.48,191.850006,0,0,3,0,0,0
1465547540.34766,3.3002300262,0,0,0,0,0,0,1,0,-16,-4.42,-1.2,191.789993,0,0,3,0,0,0
1465547540.38484,3.3374099731,0,0,0,0,0,0,1,0,-15,-4.35,-0.83,191.800003,0,0,3,0,0,0
1465547540.42233,3.3748998642,0,0,0,0,0,0,1,0,-15,-4.28,-0.65,191.800003,0,0,3,0,0,0
1465547540.49743,3.4500000477,0,0,0,0,0,0,1,0,-15,-4.33,-0.56,191.979996,0,0,3,0,0,0
1465547540.53484,3.4874100685,0,0,0,0,0,0,1,0,-16,-4.33,-0.44,192.330002,0,0,3,0,0,0
1465547540.5726,3.5251698494,0,0,0,0,0,0,1,0,-16,-4.37,-0.14,192.839996,0,0,3,0,0,0
1465547540.64756,3.6001298428,0,0,0,0,0,0,1,0,-16,-4.26,0.19,193.580002,0,0,3,0,0,0
1465547540.68497,3.6375398636,0,0,0,0,0,0,1,0,-15,-3.9,0.31,194.449997,0,0,3,0,0,0
1465547540.72243,3.6749999523,0,0,0,0,0,0,0,0,-15,-3.67,0.29,195.220001,0,0,3,0,0,0
1465547540.79737,3.7499399185,0,0,0,1,1,0,0,0,-15,-3.66,0.3,195.759995,0,0,3,0,0,0
1465547540.83485,3.7874200344,0,0,0,0,0,0,0,0,-16,-3.74,0.28,196.149994,0,0,3,0,0,0
1465547540.87262,3.8251900673,0,0,0,0,0,0,0,0,-16,-3.79,0.42,196.580002,0,0,3,0,0,0
1465547540.94754,3.9001100063,0,0,0,0,0,0,0,0,-16,-3.74,0.69,197.199997,0,0,3,0,0,0
1465547540.98514,3.9377100468,0,0,0,0,0,0,0,0,-15,-3.4,0.85,197.990005,0,0,3,0,0,0
1465547541.02245,3.9750199318,0,0,0,1,0,0,0,0,-15,-3.15,0.89,199.009995,0,0,3,0,0,0
1465547541.09737,4.0499398708,0,0,0,0,0,0,0,0,-16,-3,1.1,200.070007,0,0,3,0,0,0
1465547541.13485,4.0874199867,0,0,0,0,0,0,0,0,-15,-2.88,1.75,200.929993,0,0,3,0,0,0
1465547541.17266,4.1252300739,0,0,0,0,0,0,0,0,-15,-2.99,2.5,201.509995,0,0,3,0,0,0
1465547541.24759,4.2001600266,0,0,0,0,0,0,0,0,-15,-3.14,3,201.710007,0,0,3,0,0,0
1465547541.28505,4.2376198769,0,0,0,0,0,0,0,1,-15,-3.25,3.25,201.990005,0,0,3,0,0,0
1465547541.32243,4.2749998569,0,0,0,0,0,0,0,1,-16,-3.31,3.59,202.970001,0,0,3,0,0,0
1465547541.39735,4.3499200344,0,0,0,0,0,0,0,1,-16,-3.22,4.16,204.589996,0,0,3,0,0,0
1465547541.43488,4.3874499798,0,0,0,0,0,0,0,0,-15,-3.04,4.73,206.25,0,0,3,0,0,0
1465547541.47263,4.4251999855,0,0,0,0,0,0,0,0,-15,-2.81,4.79,207.490005,0,0,3,0,0,0
1465547541.54834,4.5009100437,0,0,0,1,1,0,0,0,-15,-2.57,4.32,208.350006,0,0,3,0,0,0
1465547541.58525,4.5378198624,0,0,0,0,0,0,0,0,-15,-2.29,3.81,208.850006,0,0,3,0,0,0
1465547541.62247,4.5750398636,0,0,0,0,0,0,0,0,-16,-2.09,3.32,209.100006,0,0,3,0,0,0
1465547541.69737,4.6499400139,0,0,0,0,0,0,0,1,-16,-2.18,3.01,209.25,0,0,3,0,0,0
1465547541.73486,4.6874299049,0,0,0,0,0,0,0,0,-15,-2.27,2.79,209.570007,0,0,3,0,0,0
