1465468423.03453,0,0,0,0,0,0,0,-5,4,-12,-4.13,37.25,187.720001,0,0,5,1,0,0
1465468423.07691,0.0423800945,0,0,0,0,0,0,-6,4,-12,-3.15,36.970001,185.589996,0,0,5,0,0,0
1465468423.11408,0.0795500278,0,0,0,0,0,0,-6,5,-11,-2.56,37.490002,183.309998,0,0,5,0,0,0
1465468423.15181,0.1172800064,0,0,0,0,0,0,-6,7,-12,-2.7,38.400002,181.979996,0,0,5,0,0,0
1465468423.22656,0.1920301914,0,0,0,0,0,0,-6,6,-12,-3.01,39.290001,181.119995,0,0,5,0,0,0
1465468423.26422,0.2296900749,0,0,0,0,0,0,-6,6,-13,-2.95,39.66,179.210007,0,0,5,0,0,0
1465468423.30159,0.2670600414,0,0,0,0,0,0,-6,6,-13,-2.96,40.099998,176.360001,0,0,5,0,0,0
1465468423.37675,0.342220068,0,0,0,0,0,0,-6,8,-8,-3.55,41.18,173.229996,0,0,5,0,0,0
1465468423.41404,0.3795101643,0,0,0,0,0,0,-4,8,-6,-4.65,41.790001,170.910004,0,0,5,0,0,0
1465468423.45178,0.4172501564,0,0,0,0,0,0,-1,8,-7,-5.83,41.939999,169.789993,0,0,5,0,0,0
1465468423.56346,0.5289301872,120,80,0,0,0,0,0,8,-6,-6.81,42.330002,169.289993,0,0,5,0,0,0
1465468423.56553,0.5310001373,0,0,0,0,0,0,0,10,-7,-7.72,43.09,169.229996,0,0,5,0,0,0
1465468423.60174,0.567209959,0,0,0,0,0,0,-2,12,-5,-7.88,45.110001,168.880005,0,0,5,0,0,0
1465468423.67675,0.6422200203,0,0,0,0,0,0,-5,12,-3,-7.37,47.209999,168.710007,0,0,5,0,0,0
1465468423.71397,0.6794400215,0,0,0,0,0,0,-7,11,-3,-6.21,47.66,167.759995,0,0,5,0,0,0
1465468423.75167,0.7171399593,0,0,0,0,0,0,-8,10,-4,-5.03,47.740002,166.649994,0,0,5,0,0,0
1465468423.82665,0.7921199799,0,0,0,0,0,0,-9,13,-5,-4.13,47.080002,165.360001,0,0,5,0,0,0
1465468423.86425,0.8297200203,0,0,0,0,0,0,-10,14,-8,-3.77,45.509998,163.770004,0,0,5,0,0,0
1465468423.90179,0.8672599792,0,0,0,0,0,0,-11,16,-10,-3.67,43.34,161.050003,0,0,5,0,0,0
