1465903481,0,0,0,0,0,0,0,-2,5,-14,-5.75,19.360001,168.639999,0,0,5,0,0
1465903482,0.037410021,0,0,0,0,0,0,-2,5,-14,-5.73,19.360001,168.550003,0,0,5,0,0
1465903482,0.07487011,0,0,0,0,0,0,-2,5,-14,-5.76,19.4,168.410004,0,0,5,0,0
1465903482,0.14989996,0,0,0,0,0,0,-2,5,-14,-5.8,19.4,168.369995,0,0,5,0,0
1465903482,0.18742013,0,0,0,0,0,0,-2,5,-14,-5.79,19.370001,168.399994,0,0,5,0,0
1465903482,0.225090027,0,0,0,0,0,0,-2,5,-14,-5.8,19.35,168.339996,0,0,5,0,0
1465903482,0.299950123,0,0,0,0,0,0,-2,5,-14,-5.85,19.34,168.229996,0,0,5,0,0
1465903482,0.33735013,0,0,0,0,0,0,-2,5,-14,-5.86,19.33,168.190002,0,0,5,0,0
1465903482,0.374850035,0,0,0,0,0,0,-2,5,-14,-5.83,19.299999,168.179993,0,0,5,0,0
1465903482,0.449980021,0,0,0,0,0,0,-2,5,-14,-5.85,19.25,168.130005,0,0,5,0,0
1465903482,0.487370014,0,0,0,0,0,0,-2,5,-14,-5.87,19.209999,168.089996,0,0,5,0,0
1465903482,0.524859905,0,0,0,0,0,0,-2,5,-14,-5.84,19.23,168.050003,0,0,5,0,0
1465903482,0.599960089,0,0,0,0,0,0,-2,5,-14,-5.9,19.219999,168.029999,0,0,5,0,0
1465903482,0.63737011,0,0,0,0,0,0,-2,5,-14,-5.87,19.209999,167.970001,0,0,5,0,0
1465903482,0.674860001,0,0,0,0,0,0,-2,5,-14,-5.83,19.200001,167.880005,0,0,5,0,0
1465903482,0.749929905,0,0,0,0,0,0,-2,5,-14,-5.82,19.24,167.699997,0,0,5,0,0
1465903482,0.787410021,0,0,0,0,0,0,-2,5,-14,-5.85,19.26,167.580002,0,0,5,0,0
1465903482,0.825069904,0,0,0,0,0,0,-2,5,-14,-5.83,19.25,167.529999,0,0,5,0,0
1465903482,0.899990082,0,0,0,0,0,0,-2,5,-14,-5.78,19.200001,167.460007,0,0,5,0,0
1465903482,0.937390089,0,0,0,0,0,0,-2,5,-14,-5.79,19.110001,167.300003,0,0,5,0,0
1465903482,0.974889994,0,0,0,0,0,0,-2,5,-14,-5.79,19.01,167.169998,0,0,5,0,0
1465903483,1.049989939,0,0,0,0,0,0,-2,5,-14,-5.77,18.959999,167.119995,0,0,5,0,0
1465903483,1.087369919,0,0,0,0,0,0,-2,5,-14,-5.76,18.940001,167.070007,0,0,5,0,0
1465903483,1.124880075,0,0,0,0,0,0,-2,5,-14,-5.8,18.879999,167,0,0,5,0,0
1465903483,1.199690104,0,0,0,0,0,0,-2,5,-14,-5.84,18.809999,166.970001,0,0,5,0,0
1465903483,1.237119913,0,0,0,0,0,0,-2,5,-14,-5.88,18.74,166.949997,0,0,5,0,0
1465903483,1.274610043,0,0,0,0,0,0,-2,5,-14,-5.98,18.6,166.949997,0,0,5,0,0
1465903483,1.350029945,0,0,0,0,0,0,-2,5,-14,-6.03,18.41,166.850006,0,0,5,0,0
1465903483,1.387380123,150,69,0,0,0,0,-2,5,-14,-6.11,18.15,166.669998,0,0,5,0,0
